transaction_id,sale_date,amount,quantity,discount_rate,status,payment_method,is_prime_member,is_gift,customer_segment,product_category,shipping_notes
Advanced Product #1220,20241207,"4,494.89",61.34,0.34,completed,debit_card,True,não,VIP,Home,Express delivery 805
Premium Product #1221,20260116,2357.96,20.03,0.34,completed,debit_card,1,F,New,Toys,Pickup 191
Basic Product #1222,20250128,1973.31,19.47,0.45,completed,credit_card,T,F,Inactive,Clothing,
Professional Entry #1223,09/13/2025,2478.59,66.74,0.25,pending,pix,0,NO,Regular,Toys,Pickup 930
Custom Document #1224,07/12/2025,"1,260.34",23.08,0.14,cancelled,boleto,true,false,VIP,Toys,Gift wrap 103
Basic Record #1225,2024-03-07,"3,055.38",2.40,0.44,refunded,paypal,true,NO,VIP,Toys,
Enterprise Document #1226,2025-09-25,238.93,40.37,0.12,cancelled,credit_card,yes,NO,New,Toys,Express delivery 623
Advanced Entry #1227,20250709,1778.11,63.91,0.29,completed,credit_card,N,sim,New,Electronics,Gift wrap 108
Premium Asset #1228,11/30/2025,1535.07,37.06,0.42,pending,pix,yes,False,VIP,Electronics,Standard shipping 704
Premium Resource #1229,2024/02/02,"3,925.57",76.72,0.29,pending,pix,sim,Y,Inactive,Home,Gift wrap 604
Professional Document #1230,2025/03/22,"1,392.58",48.18,0.48,refunded,paypal,yes,yes,Regular,Home,
Enterprise Record #1231,2025/04/03,"3,500.14",9.19,0.05,cancelled,credit_card,True,Y,Regular,Sports,
Professional Entry #1232,2025/09/21,2355.28,45.26,0.18,cancelled,debit_card,1,no,Regular,Sports,Gift wrap 748
Professional Product #1233,2025/07/27,"4,257.37",17.49,0.31,cancelled,pix,no,false,New,Sports,
Enterprise Asset #1234,15/04/2025,"4,750.74",81.29,0.21,pending,credit_card,YES,yes,Inactive,Books,Standard shipping 503
Basic Resource #1235,26/02/2025,2654.88,56.19,,cancelled,credit_card,T,0,Inactive,Toys,Pickup 676
Basic Asset #1236,2025/03/10,1045.42,46.67,0.24,completed,debit_card,não,False,Regular,Sports,Pickup 646
Premium Service #1237,09/19/2025,1404.20,81.51,,completed,pix,False,F,Regular,Toys,Express delivery 485
Professional Record #1238,20260209,1523.96,33.85,,completed,paypal,true,1,New,Toys,Gift wrap 108
Custom Product #1239,03/03/2025,984.48,9.37,0.31,completed,boleto,0,False,Inactive,Clothing,Pickup 815
Advanced Record #1240,2024-07-19,75.24,88.52,0.49,refunded,debit_card,False,yes,Inactive,Toys,Standard shipping 788
Basic Resource #1241,2025/07/15,1444.38,19.33,0.05,pending,debit_card,T,sim,Inactive,Home,Standard shipping 577
Advanced Item #1242,2024-12-23,3057.55,4.88,0.40,pending,debit_card,True,false,New,Books,Gift wrap 193
Standard Record #1243,08/02/2026,587.56,68.17,0.34,refunded,boleto,False,1,Inactive,Sports,Gift wrap 593
Standard Resource #1244,06/11/2024,1141.03,31.92,0.17,completed,pix,False,T,VIP,Books,Express delivery 406
Enterprise Resource #1245,08/08/2024,295.13,22.26,0.11,refunded,boleto,true,true,VIP,Home,
Custom Record #1246,2025/06/24,3472.66,32.71,0.17,completed,paypal,True,YES,VIP,Home,Pickup 708
Standard Item #1247,13/01/2026,4929.82,90.35,,cancelled,credit_card,NO,sim,New,Toys,
Professional Product #1248,20251110,1582.01,10.56,0.03,cancelled,paypal,1,False,VIP,Home,Gift wrap 832
Professional Service #1249,10/24/2025,"4,486.17",35.89,0.47,cancelled,paypal,N,1,Regular,Home,Standard shipping 516
Premium Entry #1250,12/15/2025,,48.84,0.20,refunded,pix,sim,,Regular,Sports,Standard shipping 208
Custom Entry #1251,20250717,115.63,47.33,0.08,pending,pix,YES,não,Regular,Toys,Standard shipping 642
Basic Record #1252,17/11/2024,"3,452.14",60.56,0.43,completed,debit_card,no,F,Regular,Home,Gift wrap 622
Enterprise Item #1253,02/10/2025,3252.95,75.06,0.26,pending,paypal,sim,YES,Regular,Sports,Gift wrap 804
Standard Asset #1254,2025/11/22,"1,020.35",87.21,0.16,refunded,credit_card,1,0,VIP,Books,Pickup 867
Basic Resource #1255,11/25/2024,"1,720.05",84.97,0.43,pending,pix,sim,yes,VIP,Clothing,Pickup 280
Premium Resource #1256,08/20/2025,3260.01,87.44,,refunded,paypal,True,N,New,Toys,Gift wrap 179
Custom Item #1257,2025-07-12,1234.12,67.73,0.23,cancelled,pix,True,False,Regular,Home,
Basic Asset #1258,2025/04/25,"1,816.68",14.60,0.10,completed,credit_card,no,True,VIP,Electronics,Express delivery 534
Advanced Asset #1259,15/06/2025,874.40,41.21,0.08,pending,boleto,no,False,Regular,Clothing,
Premium Item #1260,2025-05-08,983.64,98.79,0.18,pending,debit_card,false,1,Inactive,Electronics,
Enterprise Entry #1261,06/08/2025,1613.29,20.62,0.03,refunded,debit_card,NO,true,VIP,Toys,Pickup 803
Professional Resource #1262,11/03/2025,1840.49,19.91,0.08,cancelled,credit_card,1,N,VIP,Clothing,Pickup 184
Premium Resource #1263,08/13/2024,49.69,29.77,0.35,cancelled,debit_card,true,F,Regular,Sports,Pickup 85
Premium Document #1264,2024/09/24,2683.91,75.66,0.28,completed,debit_card,False,N,Inactive,Clothing,
Standard Product #1265,17/07/2024,1194.66,12.32,0.25,pending,boleto,N,YES,VIP,Home,
Custom Resource #1266,2024/09/20,4263.76,74.25,0.07,completed,paypal,True,sim,VIP,Electronics,Express delivery 440
Professional Resource #1267,20250917,867.29,14.57,0.30,completed,debit_card,True,YES,Inactive,Books,Standard shipping 986
Advanced Document #1268,20240910,344.50,38.58,0.10,completed,paypal,YES,,VIP,Books,Express delivery 941
Custom Item #1269,2024/01/08,4340.00,59.50,0.45,cancelled,pix,T,Y,VIP,Sports,Standard shipping 307
Enterprise Product #1270,2024/10/06,633.77,39.27,0.34,pending,debit_card,sim,yes,New,Clothing,
Basic Resource #1271,26/06/2025,787.17,21.45,0.29,refunded,boleto,no,não,Inactive,Home,
Standard Resource #1272,2025-03-30,"3,481.19",6.10,0.19,pending,debit_card,Y,N,Regular,Books,Standard shipping 435
Advanced Product #1273,19/07/2025,2970.77,77.43,0.11,pending,pix,N,T,New,Home,
Enterprise Entry #1274,20240409,1650.02,11.25,,completed,debit_card,T,N,VIP,Sports,Standard shipping 384
Basic Item #1275,18/10/2024,612.85,74.22,0.27,cancelled,paypal,NO,F,Regular,Clothing,Gift wrap 308
Custom Item #1276,2025-12-11,"3,472.66",78.15,0.18,cancelled,debit_card,F,1,New,Books,
Premium Document #1277,2024-03-05,"4,469.55",67.54,0.44,refunded,credit_card,YES,N,New,Books,
Basic Service #1278,10/11/2025,3739.12,35.27,0.23,completed,paypal,true,false,Inactive,Clothing,
Standard Product #1279,01/14/2024,3114.25,76.82,0.37,cancelled,boleto,False,F,New,Toys,Pickup 416
Premium Asset #1280,20240921,"3,230.15",81.80,,cancelled,paypal,YES,0,New,Toys,Standard shipping 790
Advanced Resource #1281,12/04/2025,"1,805.19",10.25,0.02,cancelled,pix,NO,no,Inactive,Clothing,
Enterprise Asset #1282,2024-08-08,"2,569.27",72.66,0.22,refunded,pix,Y,true,,Electronics,Standard shipping 305
Basic Resource #1283,20250806,"1,250.69",58.78,0.01,completed,credit_card,T,false,VIP,Home,Standard shipping 25
Basic Record #1284,2025/03/08,"1,868.48",25.14,0.33,completed,debit_card,F,true,New,Electronics,
Advanced Product #1285,23/12/2025,1374.46,7.23,0.49,cancelled,pix,T,N,Inactive,Home,
Standard Item #1286,20240603,700.16,86.80,,refunded,paypal,false,NO,VIP,Home,Express delivery 373
Custom Service #1287,2024-05-23,1747.86,38.02,,refunded,paypal,YES,YES,Inactive,Books,Pickup 150
Professional Item #1288,2024-10-12,3038.50,40.01,0.34,completed,pix,false,no,Inactive,Books,Express delivery 41
Custom Asset #1289,20250303,"4,054.63",66.30,0.19,refunded,debit_card,0,False,Inactive,Sports,Express delivery 338
Premium Resource #1290,12/12/2025,3624.40,55.20,0.44,pending,boleto,N,yes,Inactive,Electronics,
Custom Entry #1291,23/12/2025,"2,242.30",68.81,0.21,pending,paypal,false,True,Regular,Clothing,Standard shipping 70
Advanced Service #1292,28/05/2024,"3,335.16",6.96,,pending,pix,true,no,Regular,Home,Express delivery 957
Advanced Resource #1293,12/31/2024,"2,452.26",14.28,,cancelled,boleto,no,True,VIP,Electronics,Pickup 805
Advanced Resource #1294,20241227,"3,640.19",94.65,0.47,pending,paypal,false,,Inactive,Sports,Standard shipping 526
Professional Item #1295,2025/02/17,206.22,71.86,0.01,completed,pix,não,True,Inactive,Books,Pickup 855
Advanced Resource #1296,06/19/2025,3540.86,30.89,0.17,refunded,credit_card,true,não,New,Toys,Standard shipping 113
Advanced Product #1297,2024-07-06,"2,291.22",36.46,0.11,completed,boleto,sim,True,VIP,Home,
Advanced Asset #1298,12/16/2024,3448.43,56.19,0.18,pending,debit_card,T,sim,VIP,Electronics,Standard shipping 276
Professional Document #1299,20250412,"3,314.26",82.44,,pending,debit_card,não,True,Regular,Books,Pickup 223
Advanced Document #1300,25/07/2025,"4,620.00",46.15,0.38,refunded,boleto,YES,T,VIP,Electronics,Express delivery 159
Premium Item #1301,13/12/2024,4275.06,61.04,0.46,refunded,pix,N,F,Regular,Electronics,Express delivery 687
Standard Record #1302,2024/12/10,114.08,38.27,0.20,pending,boleto,1,False,VIP,Toys,
Premium Document #1303,21/12/2024,1379.67,90.41,0.40,completed,pix,T,sim,Inactive,Clothing,Standard shipping 225
Premium Service #1304,2025-01-05,3549.76,79.76,,pending,credit_card,true,False,Regular,Home,
Enterprise Product #1305,2024/10/22,"4,003.81",35.27,,pending,boleto,Y,não,Regular,Sports,Standard shipping 454
Basic Document #1306,02/11/2025,4056.80,47.66,0.44,pending,credit_card,false,False,Regular,Home,Express delivery 932
Professional Record #1307,27/12/2024,2274.47,63.75,0.42,pending,debit_card,sim,NO,VIP,Sports,Express delivery 208
Advanced Record #1308,20240907,1614.88,6.21,0.03,refunded,paypal,yes,yes,Inactive,Books,
Advanced Resource #1309,2025/02/23,3258.64,67.55,,refunded,debit_card,False,0,New,Books,Pickup 384
Advanced Item #1310,10/30/2024,"1,123.46",4.68,0.13,pending,pix,0,,Regular,Books,
Professional Resource #1311,11/08/2025,448.57,22.86,0.01,completed,debit_card,NO,Y,Inactive,Books,Pickup 311
Standard Asset #1312,2024/10/12,49.68,39.71,0.49,cancelled,credit_card,false,False,Inactive,Home,Gift wrap 49
Custom Record #1313,20240525,"1,963.51",38.24,0.14,pending,boleto,NO,0,Regular,Toys,Standard shipping 256
Advanced Resource #1314,2024-10-28,4337.20,83.52,0.23,completed,pix,F,0,Regular,Books,Pickup 292
Custom Record #1315,20240413,50.41,50.99,,completed,boleto,NO,YES,New,Books,
Enterprise Document #1316,20250422,2256.15,20.83,0.18,cancelled,debit_card,Y,Y,New,Sports,
Premium Service #1317,2025-01-24,591.04,94.53,,pending,boleto,0,NO,New,Sports,Pickup 930
Advanced Item #1318,25/12/2024,1440.26,21.81,0.17,completed,paypal,no,no,VIP,Books,Pickup 799
Standard Item #1319,12/01/2025,3349.58,33.57,0.31,cancelled,debit_card,Y,false,New,Electronics,
Advanced Record #1320,15/11/2025,134.85,58.98,0.37,pending,pix,F,sim,Inactive,Clothing,Pickup 807
Enterprise Entry #1321,05/21/2025,1241.36,36.86,0.18,completed,pix,não,False,VIP,Books,Standard shipping 379
Standard Item #1322,2026-01-06,"2,102.50",73.79,0.14,refunded,debit_card,sim,Y,New,Home,
Enterprise Product #1323,2026/01/11,633.25,38.41,0.43,cancelled,debit_card,NO,N,Inactive,Clothing,Gift wrap 326
Advanced Asset #1324,20240217,3082.30,2.80,0.47,cancelled,credit_card,F,YES,,Books,Gift wrap 982
Basic Asset #1325,02/09/2025,,26.66,0.07,completed,debit_card,YES,true,New,Clothing,Standard shipping 10
Standard Product #1326,2025/04/03,116.81,44.75,0.20,completed,debit_card,sim,NO,Regular,Toys,
Advanced Asset #1327,19/01/2025,4003.00,8.98,0.44,pending,pix,não,no,VIP,Home,Express delivery 798
Enterprise Service #1328,13/11/2025,4464.19,97.22,0.43,refunded,paypal,yes,1,New,Toys,Standard shipping 173
Advanced Product #1329,29/04/2025,1756.76,94.29,0.31,pending,paypal,não,Y,,Toys,
Professional Resource #1330,20240221,1270.50,60.42,,pending,debit_card,N,true,New,Toys,Gift wrap 772
Enterprise Item #1331,12/08/2025,4650.04,69.94,0.30,refunded,boleto,YES,N,VIP,Home,Gift wrap 596
Premium Product #1332,2025-08-07,931.76,29.82,0.38,refunded,paypal,0,não,Inactive,Electronics,
Basic Record #1333,05/13/2024,1513.71,80.10,0.17,refunded,credit_card,T,0,Inactive,Toys,Gift wrap 587
Premium Item #1334,01/16/2024,3436.17,84.11,0.05,refunded,pix,no,True,VIP,Clothing,
Standard Asset #1335,20251209,2878.58,80.20,0.18,cancelled,credit_card,no,T,VIP,Books,Express delivery 117
Custom Service #1336,2024-11-17,399.66,82.86,0.02,cancelled,boleto,NO,N,Regular,Home,Express delivery 252
Professional Document #1337,2024-10-19,3184.48,57.14,0.17,completed,debit_card,Y,Y,New,Toys,Gift wrap 885
Enterprise Asset #1338,10/03/2025,1188.94,59.61,0.40,pending,boleto,True,True,VIP,Toys,Gift wrap 137
Advanced Asset #1339,2024/02/01,2244.53,15.09,0.40,cancelled,pix,não,yes,Regular,Toys,Gift wrap 440
Advanced Record #1340,20250101,"3,591.23",66.82,0.43,pending,credit_card,F,0,VIP,Sports,Pickup 733
Standard Asset #1341,23/08/2024,827.29,78.92,0.15,cancelled,paypal,yes,1,VIP,Clothing,Pickup 911
Basic Product #1342,02/09/2024,2413.31,61.85,0.23,pending,pix,N,,Regular,Sports,Gift wrap 129
Professional Document #1343,2024-03-16,1027.25,11.20,0.44,cancelled,boleto,não,yes,Inactive,Books,
Custom Asset #1344,10/27/2024,4026.93,4.20,0.24,cancelled,boleto,NO,T,New,Toys,Pickup 189
Basic Product #1345,2024/03/09,1921.60,60.05,0.31,completed,pix,YES,F,Regular,Home,
Advanced Service #1346,2024-07-09,3184.83,32.02,0.11,completed,pix,1,false,VIP,Sports,Pickup 398
Basic Service #1347,2025/10/11,"3,494.43",30.17,0.47,cancelled,boleto,true,true,Inactive,Books,Standard shipping 732
Professional Entry #1348,2024-05-12,73.49,29.64,0.49,cancelled,boleto,NO,False,Inactive,Electronics,
Professional Asset #1349,25/10/2025,"3,805.90",53.94,0.37,refunded,boleto,sim,false,Inactive,Electronics,Gift wrap 275
Basic Document #1350,2024-11-06,3797.37,58.51,0.47,refunded,boleto,no,T,Inactive,Clothing,Pickup 995
Professional Document #1351,20241020,4319.76,78.80,0.36,pending,boleto,YES,false,New,Books,Gift wrap 867
Premium Asset #1352,2025/10/28,648.57,44.36,,refunded,boleto,true,não,VIP,Clothing,Standard shipping 195
Enterprise Record #1353,20250127,515.79,58.51,0.22,pending,paypal,T,no,Inactive,Electronics,Standard shipping 860
Advanced Record #1354,2025/07/25,3312.43,9.17,0.39,cancelled,paypal,sim,0,VIP,Toys,
Custom Record #1355,06/11/2024,2467.44,99.59,0.39,cancelled,debit_card,não,T,Regular,Home,Gift wrap 910
Premium Asset #1356,04/01/2024,1675.22,35.71,0.46,pending,credit_card,yes,no,Regular,Books,
Custom Item #1357,20260123,154.54,43.65,0.07,cancelled,boleto,yes,F,New,Home,Express delivery 604
Professional Document #1358,13/05/2025,"1,526.52",61.50,0.21,pending,boleto,true,yes,Inactive,Sports,
Standard Record #1359,06/23/2025,"3,095.75",38.04,0.00,pending,credit_card,false,0,Inactive,Home,
Advanced Product #1360,01/04/2026,"3,648.71",78.29,0.17,pending,debit_card,F,YES,Inactive,Sports,Standard shipping 363
Advanced Item #1361,20240717,1851.75,84.26,0.33,pending,boleto,F,1,,Books,
Custom Service #1362,11/06/2025,211.69,13.83,0.20,pending,debit_card,não,NO,New,Home,
Standard Entry #1363,2025-08-01,1169.66,45.47,0.33,completed,credit_card,N,não,Regular,Books,Pickup 901
Premium Resource #1364,2025-10-09,1925.06,71.21,0.41,cancelled,pix,true,sim,New,Sports,Gift wrap 211
Enterprise Record #1365,01/02/2026,821.62,7.25,0.34,completed,boleto,False,0,Inactive,Books,Express delivery 116
Professional Item #1366,01/11/2024,2853.94,47.84,0.07,refunded,debit_card,1,N,VIP,Sports,
Professional Item #1367,11/09/2025,2415.38,91.88,0.23,pending,debit_card,False,F,,Clothing,Pickup 125
Premium Asset #1368,2025-09-09,3450.45,56.92,0.06,refunded,credit_card,false,False,VIP,Home,Pickup 92
Enterprise Product #1369,20240224,"4,188.89",63.36,,refunded,boleto,F,no,Regular,Home,Express delivery 130
Enterprise Asset #1370,20240627,2984.34,47.64,0.26,cancelled,paypal,N,0,Regular,Sports,Standard shipping 121
Advanced Resource #1371,20240726,1483.10,67.29,0.29,pending,debit_card,true,yes,VIP,Toys,Express delivery 317
Custom Service #1372,21/01/2026,87.10,56.06,0.16,pending,boleto,sim,T,New,Sports,Standard shipping 301
Professional Product #1373,20250917,4185.96,51.32,0.23,refunded,boleto,yes,sim,Inactive,Clothing,Pickup 400
Basic Document #1374,2025/10/20,743.76,30.89,0.36,completed,paypal,N,F,VIP,Clothing,Gift wrap 600
Premium Record #1375,2025/01/27,"3,784.22",82.89,0.03,refunded,credit_card,não,0,New,Electronics,Pickup 822
Standard Service #1376,11/30/2024,"4,541.27",74.11,0.32,refunded,boleto,1,T,VIP,Clothing,Standard shipping 906
Professional Service #1377,01/06/2025,"4,857.16",52.85,,pending,boleto,false,F,New,Sports,
Standard Entry #1378,04/14/2024,1088.60,47.43,,completed,debit_card,T,NO,New,Electronics,Pickup 71
Custom Resource #1379,2024-11-06,472.44,85.30,0.15,completed,boleto,T,N,Inactive,Toys,Pickup 980
Advanced Entry #1380,2025-02-22,2293.27,61.61,0.35,pending,pix,T,true,New,Sports,
Advanced Resource #1381,20240524,"1,080.77",74.58,0.18,refunded,boleto,YES,NO,New,Sports,Express delivery 51
Enterprise Item #1382,2025-08-07,"4,952.99",8.55,0.04,pending,credit_card,não,yes,New,Books,Pickup 119
Standard Resource #1383,2025-08-22,4903.82,29.15,0.02,completed,pix,True,true,VIP,Electronics,Express delivery 50
Standard Asset #1384,10/06/2025,4581.07,15.59,0.44,pending,pix,true,sim,VIP,Toys,Standard shipping 481
Advanced Document #1385,20250115,1127.49,14.59,,refunded,credit_card,no,YES,Regular,Home,
Custom Record #1386,20250919,2291.40,49.41,0.25,refunded,credit_card,false,False,Regular,Sports,Pickup 907
Custom Entry #1387,03/07/2024,915.01,96.33,0.35,pending,debit_card,true,Y,Regular,Books,
Basic Asset #1388,2024-12-18,2236.69,92.51,0.04,refunded,pix,sim,true,Inactive,Toys,Gift wrap 259
Advanced Record #1389,16/06/2025,"3,299.68",58.49,0.15,cancelled,boleto,False,False,VIP,Clothing,Pickup 213
Professional Asset #1390,04/04/2025,4454.89,92.81,0.30,pending,pix,NO,false,VIP,Sports,Pickup 0
Advanced Resource #1391,07/11/2025,628.90,73.94,0.42,completed,credit_card,Y,NO,Regular,Sports,
Standard Record #1392,10/06/2025,3016.19,51.10,0.26,completed,paypal,NO,N,Inactive,Home,Standard shipping 415
Custom Asset #1393,2025-04-09,505.23,26.65,0.20,refunded,paypal,T,não,Regular,Home,Pickup 488
Advanced Document #1394,2024/10/18,3485.23,65.40,0.32,completed,credit_card,0,false,Regular,Books,Pickup 803
Advanced Entry #1395,11/11/2024,343.40,20.96,0.30,refunded,paypal,yes,não,Inactive,Toys,
Advanced Resource #1396,2024-07-17,847.56,63.87,,cancelled,credit_card,Y,N,Regular,Electronics,Standard shipping 654
Professional Item #1397,20240827,1128.07,53.02,0.28,refunded,boleto,1,T,Regular,Clothing,Express delivery 996
Premium Product #1398,2024/07/18,"1,901.55",90.09,0.10,refunded,pix,sim,NO,Inactive,Electronics,Express delivery 897
Custom Product #1399,2025-07-04,2341.51,39.85,,refunded,paypal,N,False,Inactive,Electronics,
Professional Service #1400,20250220,"3,084.13",2.12,0.17,pending,paypal,false,Y,VIP,Sports,Standard shipping 906
Professional Product #1401,06/14/2024,4848.39,94.40,,refunded,credit_card,True,true,Regular,Books,Gift wrap 553
Premium Record #1402,02/28/2025,1942.62,19.59,0.43,completed,boleto,YES,no,Inactive,Sports,
Basic Item #1403,2025/03/12,1648.83,11.79,,refunded,boleto,sim,true,New,Toys,Standard shipping 295
Advanced Service #1404,20250119,2847.55,67.98,0.19,refunded,boleto,não,true,New,Electronics,
Standard Entry #1405,10/08/2025,634.19,16.15,0.11,completed,pix,True,N,Regular,Clothing,Express delivery 703
Standard Document #1406,2024/05/12,1059.61,64.33,0.45,cancelled,credit_card,0,1,Regular,Sports,
Enterprise Document #1407,2025-07-29,2143.11,13.25,0.24,pending,paypal,0,true,Regular,Toys,Express delivery 147
Advanced Record #1408,20260109,4767.99,56.53,0.39,refunded,boleto,não,sim,Inactive,Sports,Gift wrap 982
Custom Item #1409,2025/09/24,1210.31,84.04,,cancelled,boleto,sim,1,Regular,Books,Express delivery 926
Advanced Service #1410,20250312,2314.98,62.99,0.24,refunded,boleto,não,false,,Clothing,Express delivery 564
Professional Item #1411,2024-09-28,"3,563.43",2.10,0.28,completed,pix,false,True,VIP,Sports,
Standard Entry #1412,20241008,3699.60,50.04,0.15,cancelled,paypal,não,Y,VIP,Home,
Custom Document #1413,02/10/2025,3419.64,38.57,0.10,refunded,credit_card,Y,false,Regular,Electronics,Gift wrap 437
Standard Entry #1414,25/02/2024,948.83,3.80,0.37,pending,credit_card,Y,F,Inactive,Clothing,Pickup 638
Custom Service #1415,2024/02/08,4989.09,96.58,0.31,pending,credit_card,F,Y,VIP,Home,Gift wrap 400
Custom Resource #1416,12/11/2024,1823.47,46.44,0.48,pending,boleto,True,F,Inactive,Electronics,
Premium Entry #1417,2024/05/09,"1,178.93",36.53,0.43,cancelled,debit_card,sim,,Inactive,Clothing,Gift wrap 628
Premium Resource #1418,09/11/2024,4913.08,74.14,0.06,refunded,pix,True,true,Regular,Clothing,Gift wrap 934
Standard Resource #1419,2024/07/22,4336.74,21.56,0.42,refunded,boleto,false,,Regular,Books,Gift wrap 260
Premium Document #1420,2024-11-14,102.49,94.76,,completed,pix,N,N,Regular,Sports,Pickup 802
Enterprise Record #1421,2024/04/18,1223.48,84.48,0.46,completed,pix,0,no,New,Electronics,Gift wrap 190
Custom Entry #1422,18/02/2024,475.39,85.63,0.39,refunded,credit_card,não,F,Inactive,Books,
Professional Document #1423,16/09/2025,29.91,17.58,,cancelled,debit_card,YES,T,VIP,Clothing,Pickup 875
Advanced Resource #1424,02/13/2024,3528.52,12.77,0.36,pending,paypal,não,0,Regular,Electronics,Express delivery 793
Enterprise Entry #1425,2024/02/23,"4,965.22",3.60,0.06,cancelled,debit_card,F,1,Regular,Home,
Advanced Service #1426,04/14/2024,"1,075.32",57.84,0.04,cancelled,paypal,yes,NO,Regular,Sports,
Basic Asset #1427,2025/04/29,4148.15,63.09,0.34,refunded,pix,N,no,Regular,Clothing,Express delivery 405
Professional Product #1428,20240809,"3,314.91",70.92,0.46,refunded,debit_card,false,False,Regular,Toys,Standard shipping 748
Standard Record #1429,2024/09/12,"2,996.96",74.25,0.32,cancelled,credit_card,YES,Y,Inactive,Toys,
Professional Item #1430,2024/11/08,4920.64,63.38,,refunded,boleto,Y,N,New,Books,Pickup 733
Standard Document #1431,2024-01-16,3716.16,52.58,0.44,refunded,debit_card,T,não,Inactive,Books,Pickup 938
Standard Entry #1432,19/04/2025,"1,682.92",60.60,0.04,pending,paypal,False,no,VIP,Toys,Standard shipping 793
Enterprise Service #1433,2024-06-17,"2,788.37",32.28,0.08,refunded,paypal,não,Y,VIP,Books,Standard shipping 356
Custom Record #1434,07/02/2024,2648.88,8.57,0.39,refunded,pix,T,True,New,Toys,
Standard Record #1435,24/01/2026,1741.55,40.73,0.48,cancelled,credit_card,F,F,VIP,Toys,Gift wrap 556
Custom Entry #1436,2026/02/01,"1,249.68",81.33,,completed,paypal,0,false,VIP,Home,Gift wrap 165
Standard Document #1437,2024-11-06,3260.66,7.34,0.09,completed,pix,T,T,VIP,Sports,Gift wrap 732
Custom Product #1438,26/09/2024,"3,218.49",45.75,0.44,refunded,debit_card,Y,N,Regular,Clothing,
Standard Document #1439,2025/08/18,1546.95,60.59,,refunded,paypal,False,F,VIP,Sports,
Enterprise Entry #1440,2024-12-12,"1,820.62",89.84,0.17,completed,credit_card,sim,T,Regular,Books,Gift wrap 138
Custom Asset #1441,2025-09-28,1793.98,43.40,0.32,cancelled,paypal,1,YES,VIP,Sports,Gift wrap 908
Custom Entry #1442,2024/01/24,3273.40,52.04,0.28,pending,credit_card,1,False,Regular,Home,
Enterprise Entry #1443,07/10/2025,4746.96,57.16,,refunded,boleto,T,NO,Inactive,Sports,Express delivery 18
Advanced Entry #1444,2025/04/20,2986.60,55.60,0.02,refunded,paypal,F,False,Regular,Sports,Gift wrap 777
Custom Entry #1445,2024-03-10,345.71,78.85,0.13,pending,paypal,true,não,VIP,Books,Express delivery 631
Standard Service #1446,01/14/2026,"1,708.80",58.18,0.11,cancelled,boleto,1,N,VIP,Home,Standard shipping 200
Standard Service #1447,04/19/2025,679.10,72.78,0.49,completed,debit_card,F,sim,Regular,Sports,Express delivery 239
Basic Entry #1448,09/13/2024,809.49,97.09,0.44,completed,pix,YES,N,VIP,Clothing,
Premium Record #1449,18/12/2025,2902.75,67.41,0.40,completed,debit_card,yes,0,New,Electronics,
Advanced Service #1450,05/06/2024,819.71,66.16,0.00,completed,pix,N,Y,Inactive,Clothing,Express delivery 696
Enterprise Product #1451,2024/03/27,1220.40,57.26,0.18,cancelled,paypal,True,false,VIP,Clothing,Pickup 298
Professional Service #1452,2024-08-31,362.01,30.54,0.45,cancelled,pix,false,Y,Regular,Electronics,
Advanced Service #1453,2024/05/06,1539.61,82.97,0.15,completed,credit_card,True,não,VIP,Books,Standard shipping 472
Professional Product #1454,25/04/2025,4052.41,78.55,0.23,pending,boleto,False,N,Inactive,Clothing,
Basic Service #1455,2025/01/09,2485.85,55.93,0.10,cancelled,pix,T,no,Regular,Electronics,Express delivery 744
Custom Document #1456,2024/10/31,180.36,88.26,,completed,paypal,True,true,Regular,Toys,Express delivery 666
Basic Record #1457,01/09/2024,4281.75,58.41,0.11,refunded,boleto,1,sim,Inactive,Sports,
Premium Product #1458,2025-09-27,2296.71,31.98,0.33,completed,pix,0,1,VIP,Books,Pickup 938
Enterprise Item #1459,05/16/2025,1983.34,83.49,,completed,pix,N,True,Inactive,Toys,Express delivery 20
Premium Service #1460,02/28/2024,3420.91,94.51,0.21,completed,pix,0,sim,New,Books,
Professional Entry #1461,18/05/2024,850.00,11.34,0.39,cancelled,boleto,YES,false,New,Home,Pickup 374
Professional Asset #1462,17/11/2024,"2,017.40",56.71,0.34,refunded,boleto,True,no,,Electronics,
Basic Entry #1463,20240716,385.05,80.61,0.41,completed,boleto,no,True,Regular,Electronics,Express delivery 400
Custom Entry #1464,2025-06-11,,63.18,0.23,completed,pix,YES,yes,VIP,Toys,Gift wrap 579
Professional Entry #1465,2024-03-27,392.11,52.07,0.01,cancelled,boleto,true,0,Inactive,Books,Standard shipping 517
Professional Document #1466,2025-08-10,3448.48,94.59,0.24,pending,paypal,1,False,Inactive,Books,Pickup 676
Enterprise Product #1467,2025/01/31,1057.02,60.08,0.29,refunded,debit_card,sim,true,Regular,Electronics,
Premium Resource #1468,04/21/2025,3518.63,76.98,0.47,refunded,debit_card,Y,false,New,Home,Standard shipping 100
Standard Asset #1469,2025-08-10,1824.05,67.42,0.26,refunded,boleto,true,1,New,Sports,Standard shipping 646
Basic Service #1470,06/05/2025,4457.48,94.72,,refunded,boleto,F,0,New,Toys,Pickup 709
Standard Asset #1471,20241007,"4,537.33",46.75,0.49,completed,boleto,true,1,Inactive,Clothing,
